pha,diameter,albedo,diameter_sigma,epoch,epoch_mjd,epoch_cal,i,om,w,ma,ad,tp,tp_cal,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms
N,3.237,0.051,0.046,2459000.5,59000,20200531.0,5.855192057174788,73.19786526675612,0.6616652050645404,55.02060935850044,3.12623976561968,2458760.6693702787,20191004.1693703,4.156e-08,1.7415e-08,1.0914e-07,4.9629e-06,6.7666e-05,7.1159e-05,2.1043e-05,2.0601e-08,2.2676e-09,9.1049e-05,1.5511e-05,0.50877
N,3.1,0.038,0.905,2459000.5,59000,20200531.0,16.357881104224,183.2460542690014,305.9994437202427,99.71398795765174,3.412821173910233,2458530.0238471986,20190215.5238472,6.3649e-08,4.0145e-08,1.8358e-07,1.0219e-05,2.6713e-05,3.51e-05,2.0565e-05,4.9176e-08,4.5809e-09,9.5746e-05,3.6712e-05,0.57423
N,3.359,0.057,0.141,2459000.5,59000,20200531.0,14.89207023876132,175.747803143048,334.7541726552952,295.794064796311,3.844982083346566,2459365.902706988,20210531.402707,5.7165e-08,4.2248e-08,1.7923e-07,7.6145e-06,2.6316e-05,3.8025e-05,2.4825e-05,5.1456e-08,3.5272e-09,0.00014438,4.1127e-05,0.64566
N,5.198,0.285,0.97,2459000.5,59000,20200531.0,10.19028562105262,157.4408658984731,275.3969972793818,160.0972873118633,3.305706876010388,2458134.058002344,20180115.5580023,3.4759e-08,1.6224e-08,1.0621e-07,4.1273e-06,2.2573e-05,3.4035e-05,2.5945e-05,1.7568e-08,1.4729e-09,0.00013861,1.5531e-05,0.55402
N,9.081,0.049,0.191,2459000.5,59000,20200531.0,7.735780653789591,197.7970223018594,164.4690005717927,234.1513413477651,3.406094410637431,2459586.980153702,20220107.4801537,3.9452e-08,1.1417e-08,1.0702e-07,4.6422e-06,2.6998e-05,2.8298e-05,9.8343e-06,1.4073e-08,1.3299e-09,4.8052e-05,1.0398e-05,0.50171
N,4.799,0.058,0.224,2459000.5,59000,20200531.0,9.383781227825462,171.8373462549226,27.14277605949821,359.6703439102425,3.250301168191132,2459002.029935156,20200601.5299352,5.0274e-08,1.3907e-08,1.4197e-07,5.6764e-06,2.4016e-05,2.6889e-05,1.2216e-05,1.6403e-08,1.6311e-09,5.6698e-05,1.2648e-05,0.57295
N,6.67,0.158,0.301,2459000.5,59000,20200531.0,12.71577659585232,85.48177341852507,6.170445866477269,333.0773797767513,3.346835243472546,2459147.074838942,20201024.5748389,3.4508e-08,2.0489e-08,1.1118e-07,4.0522e-06,1.9602e-05,3.1808e-05,2.5422e-05,2.2373e-08,1.8418e-09,0.00013884,1.9653e-05,0.53537
N,2.58,0.184,0.186,2459000.5,59000,20200531.0,9.410829403103063,293.4360749714054,23.4168474955116,137.6491949168411,2.96185605968319,2458471.0583864143,20181218.5583864,4.1563e-08,1.722e-08,1.0199e-07,4.8206e-06,3.3536e-05,3.6103e-05,1.7328e-05,2.0978e-08,2.7621e-09,6.353e-05,1.4711e-05,0.53149
N,7.173,0.065,0.158,2459000.5,59000,20200531.0,22.80591531501611,32.85759064345831,29.79190389973497,2.941195567511429,3.421227854775979,2458983.706884227,20200514.2068842,7.3074e-08,2.9107e-08,2.4019e-07,1.0559e-05,1.4164e-05,7.627e-05,7.0484e-05,3.1475e-08,2.417e-09,0.00040243,2.8365e-05,0.53036
N,4.248,0.17,0.858,2459000.5,59000,20200531.0,10.02206133243064,91.93855902538937,270.0768255565934,139.0210241423202,3.264226943259734,2458237.68227682,20180429.1822768,4.6071e-08,2.237e-08,1.3971e-07,5.0772e-06,2.7271e-05,5.2005e-05,4.6149e-05,2.37e-08,1.9848e-09,0.0002521,2.1513e-05,0.54144
N,3.788,0.053,1.141,2459000.5,59000,20200531.0,33.05400591655917,6.653352669254493,51.64256450149551,301.415379326103,3.569961074444035,2459272.939780408,20210227.4397804,8.0224e-08,2.9379e-08,2.1201e-07,9.8668e-06,1.2555e-05,2.5708e-05,1.7229e-05,3.8011e-08,3.4344e-09,8.2074e-05,2.6738e-05,0.57156
N,2.047,0.266,0.436,2459000.5,59000,20200531.0,6.683101764271417,161.929289045572,70.52688955123725,107.5434121256165,3.067055303098251,2458544.7430990473,20190302.243099,3.6857e-08,1.6297e-08,9.3518e-08,5.7849e-06,3.8533e-05,4.2987e-05,2.2214e-05,1.9272e-08,2.2241e-09,9.1428e-05,1.438e-05,0.54108
N,7.273,0.044,0.535,2459000.5,59000,20200531.0,21.61118224608744,276.5787840583519,320.7772882880098,122.192170013482,3.74620985171892,2458320.103533919,20180720.6035339,7.2845e-08,6.1257e-08,1.9468e-07,8.6162e-06,2.592e-05,3.927e-05,3.3651e-05,7.3756e-08,5.3037e-09,0.00017879,5.9199e-05,0.52596
N,2.369,0.287,0.284,2459000.5,59000,20200531.0,13.85974099359183,68.78748786961863,5.046205227887115,311.7204304781455,2.723915074619831,2459189.10474617,20201205.6047462,5.4791e-08,1.579e-08,1.3643e-07,6.0697e-06,2.2414e-05,4.1133e-05,3.2281e-05,1.7509e-08,2.4681e-09,0.00012642,1.3559e-05,0.54876
N,1.484,0.067,0.352,2459000.5,59000,20200531.0,4.088320207472673,79.53971708504648,226.754330551171,272.6829796517817,2.822253372081823,2459325.506757607,20210421.0067576,8.3299e-08,3.5773e-08,2.1062e-07,8.6387e-06,0.00012516,0.00012738,2.4762e-05,4.2445e-08,6.0608e-09,9.5024e-05,3.0228e-05,0.54055
N,1.845,0.075,0.346,2455321.5,55321,20100505.0,16.60292952384489,341.0896130736662,42.8653718395349,135.5278916552475,2.267655861703826,2454912.360981352,20090321.8609814,2.6693,6.9084,11.728,6.2877,25.95,731.53,654.49,7.5728,1.6593,688.45,5444.0,0.4227
N,6.714,0.062,0.055,2459000.5,59000,20200531.0,9.4431331504946,152.4846506990211,111.1836904897861,259.4117681436367,3.330675078504437,2459544.2085024654,20211125.7085025,3.6943e-08,2.307e-08,1.1433e-07,5.5383e-06,2.3429e-05,3.9351e-05,3.358e-05,2.519e-08,2.0988e-09,0.00018446,2.2075e-05,0.54833
N,4.834,0.069,0.123,2459000.5,59000,20200531.0,12.91979239799274,318.4899778421772,17.38438899536312,317.8863108601104,3.7471001278053,2459226.414909218,20210111.9149092,1.3381e-07,5.6867e-08,4.3777e-07,1.1228e-05,3.1227e-05,3.4101e-05,1.8144e-05,7.0211e-08,5.2394e-09,0.0001024,5.4278e-05,0.58692
N,6.537,0.147,0.939,2459000.5,59000,20200531.0,6.17496614833134,325.9998796222069,33.74913357107465,140.4503398725007,3.634044944833569,2458180.60358056,20180303.1035806,3.955e-08,2.096e-08,1.2759e-07,4.741e-06,3.5152e-05,3.8563e-05,1.5971e-05,2.3722e-08,1.6773e-09,9.1053e-05,2.0577e-05,0.52818
N,2.567,0.039,0.116,2459000.5,59000,20200531.0,2.782855477773696,337.3610429829166,300.2335787657431,226.3007440660251,2.623804956809767,2459488.698378205,20211001.1983782,5.2328e-08,1.4468e-08,1.1992e-07,6.4389e-06,0.00011157,0.00011488,2.96e-05,1.6164e-08,2.5307e-09,0.00010932,1.2147e-05,0.62185
N,7.598,0.193,0.62,2459000.5,59000,20200531.0,8.885508832457923,358.2462213068611,138.002124249695,42.03365537560894,3.673677076545662,2458762.7530302033,20191006.2530302,3.7839e-08,1.4302e-08,1.1743e-07,5.0628e-06,2.1762e-05,2.6047e-05,1.3074e-05,1.6711e-08,1.2064e-09,7.3664e-05,1.3894e-05,0.498
N,6.973,0.036,0.254,2459000.5,59000,20200531.0,5.286198069818624,186.6866092404536,314.3823731435372,120.4866116366435,3.341854494748403,2458319.5291887363,20180720.0291887,4.6698e-08,2.3179e-08,1.4323e-07,5.424e-06,4.7345e-05,6.272e-05,4.3246e-05,2.465e-08,1.9576e-09,0.00024295,2.2512e-05,0.57367
Y,0.402,0.025,0.026,2459000.5,59000,20200531.0,0.8169518907808768,292.1079281848455,83.5847512589222,273.6244571257279,4.03726776210496,2459326.1427940964,20210421.6427941,5.2154e-07,7.9109e-08,1.2264e-06,3.2232e-05,0.00055551,0.00055255,3.7546e-05,1.3313e-07,1.312e-08,0.00015737,6.7132e-05,0.38016
N,5.411,0.055,1.701,2459000.5,59000,20200531.0,10.54563175770986,50.96652224665763,323.1228748102023,349.3203833323962,3.811199791965673,2459069.3399875793,20200807.8399876,5.9616e-08,5.4366e-08,2.0895e-07,7.0031e-06,3.0788e-05,4.297e-05,3.3868e-05,6.0403e-08,3.6881e-09,0.00021903,5.5167e-05,0.59283
Y,0.227,0.197,0.004,2459000.5,59000,20200531.0,7.2180317646024,331.4656751888053,7.242936034365584,215.5325684327094,1.03869105703669,2459099.678064696,20200907.1780647,7.8116e-08,1.2038e-08,6.2035e-08,9.3449e-06,7.8151e-06,2.1294e-05,0.000143,1.6224e-08,3.4128e-08,0.00010042,5.7904e-06,0.35456
N,10.426,0.162,0.041,2459000.5,59000,20200531.0,12.33052571081286,208.828998174873,245.4935758797484,105.8642920120105,3.170121582166543,2458480.6094384934,20181228.1094385,2.9455e-08,1.316e-08,8.194e-08,4.351e-06,1.5294e-05,2.5732e-05,2.0313e-05,1.458e-08,1.4048e-09,9.9349e-05,1.2197e-05,0.45717
Y,1.876,0.028,0.052,2459000.5,59000,20200531.0,3.804202882986439,188.4019685478532,59.70046651072131,142.8754233415836,1.044369977307019,2458900.4055831577,20200220.9055832,5.3856e-08,2.6715e-09,4.2596e-08,5.6279e-06,0.0001051,0.00010326,3.7487e-05,3.5715e-09,7.322e-09,2.5904e-05,1.2937e-06,0.42942
N,2.22,0.057,0.267,2459000.5,59000,20200531.0,2.86502833255311,137.5143267289345,73.58160905858604,88.36581523739122,3.011535096265871,2458613.733814111,20190510.2338141,6.0862e-08,3.1954e-08,1.6794e-07,4.9699e-06,0.00014404,0.00014729,2.4136e-05,3.6314e-08,4.1325e-09,0.00010805,2.85e-05,0.53819
N,4.425,0.053,0.263,2459000.5,59000,20200531.0,8.848728046003622,359.3756794903171,109.3534147383272,156.2574594490716,3.151446008688757,2458275.1200536843,20180605.6200537,3.9773e-08,1.8662e-08,1.0959e-07,6.9712e-06,3.2766e-05,4.2146e-05,2.5467e-05,2.1339e-08,2.1879e-09,0.00011702,1.6974e-05,0.54144
N,1.3,0.288,0.328,2459000.5,59000,20200531.0,3.539024223840233,173.2252818307072,30.12130656881624,306.6932384479613,2.753190240595932,2459191.267793456,20201207.7677935,5.4113e-08,1.0728e-08,1.2687e-07,6.3742e-06,6.5066e-05,6.653e-05,1.3719e-05,1.2747e-08,1.9407e-09,4.9675e-05,8.9474e-06,0.52838
N,2.107,0.209,0.403,2459000.5,59000,20200531.0,5.188792574484701,5.482901974043583,275.0965203881013,210.1086731205414,2.75730166073235,2459550.2352342783,20211201.7352343,3.5418e-08,1.064e-08,8.3231e-08,4.7153e-06,4.3143e-05,4.5314e-05,1.5588e-05,1.2455e-08,1.8475e-09,5.8405e-05,8.9463e-06,0.56857
N,3.75,0.056,0.546,2459000.5,59000,20200531.0,15.20568962555392,197.6860785914693,103.1779123201318,61.20354842157993,2.8656785228301,2458732.102733,20190905.602733,4.9381e-08,2.8684e-08,1.3238e-07,6.5012e-06,1.9649e-05,5.0976e-05,4.6043e-05,3.0979e-08,3.6977e-09,0.00020056,2.56e-05,0.63054
N,17.638,0.083,1.634,2459000.5,59000,20200531.0,9.454337760208082,319.4643701471272,94.94240090078117,285.6723803316515,5.462882681040747,2459915.148286218,20221201.6482862,7.2685e-08,2.2143e-07,5.349e-07,8.9098e-06,4.1687e-05,0.00016627,0.00016849,2.2915e-07,5.113e-09,0.0021038,0.00027873,0.60061
N,3.232,0.074,0.136,2459000.5,59000,20200531.0,4.27574453862124,180.2209086394954,119.2314981373369,176.614776643478,3.124022398224962,2458252.81872073,20180514.3187207,3.6513e-08,1.4607e-08,9.3063e-08,6.3712e-06,4.5619e-05,4.836e-05,1.4611e-05,1.7607e-08,1.997e-09,6.1044e-05,1.2884e-05,0.51577
Y,3.651,0.097,0.115,2459000.5,59000,20200531.0,6.704037023888967,294.8674921347591,236.349005699506,331.350530072703,3.240615090380979,2459081.674625576,20200820.1746256,2.4177e-08,2.1867e-09,4.745e-08,3.309e-06,2.7046e-05,2.7135e-05,4.4452e-06,3.5733e-09,5.8376e-10,1.269e-05,1.6871e-06,0.46588
N,3.125,0.238,0.448,2459000.5,59000,20200531.0,6.901181975301293,276.7193283793992,126.2516241650673,274.2029690521419,3.242470895867226,2459471.1116613983,20210913.6116614,6.5103e-08,3.5562e-08,2.072e-07,5.0262e-06,6.5508e-05,9.3454e-05,6.6874e-05,3.7434e-08,3.1571e-09,0.0003691,3.4196e-05,0.54815
N,3.499,0.132,0.101,2459000.5,59000,20200531.0,9.699898503956682,93.12040912691651,147.9067519633049,20.7026826750866,3.400130666416559,2458902.6733203046,20200223.1733203,7.5632e-08,2.8614e-08,2.0755e-07,6.2362e-06,4.108e-05,4.2474e-05,1.2629e-05,3.4886e-08,3.257e-09,5.8993e-05,2.6181e-05,0.5342
Y,0.859,0.199,0.008,2459000.5,59000,20200531.0,13.20657381811229,121.0091280889345,13.05372271544744,85.7512936690877,2.632763792017613,2458787.7215866344,20191031.2215866,3.948e-08,7.8528e-09,6.9963e-08,5.1801e-06,2.0701e-05,2.1607e-05,1.3277e-05,1.139e-08,2.6152e-09,3.1676e-05,5.7967e-06,0.47297
N,3.841,0.228,0.171,2459000.5,59000,20200531.0,8.719354415738644,254.3339083866766,220.3427623129441,3.494602938504129,2.646203603214937,2458986.085749371,20200516.5857494,3.8145e-08,1.2093e-08,9.8909e-08,4.1359e-06,2.3918e-05,5.546e-05,4.889e-05,1.2563e-08,1.7264e-09,0.00020167,1.0574e-05,0.50379
N,3.165,0.111,0.405,2459000.5,59000,20200531.0,7.466982542176789,97.19640031142175,311.8390608463587,6.840088766249574,2.827251005386903,2458970.2681661355,20200430.7681661,6.3988e-08,3.8683e-08,1.905e-07,4.7335e-06,5.5097e-05,7.9931e-05,5.7924e-05,4.1003e-08,4.9219e-09,0.0002558,3.4613e-05,0.51568
N,2.362,0.06,0.623,2455377.5,55377,20100630.0,27.12803262149641,53.64187506116615,26.59999668643988,263.2837015258158,2.416779443890579,2455721.8525084774,20110609.3525085,0.70578,4.3841,5.6875,1.9625,54.134,1746.0,1665.1,4.5883,0.79983,4947.8,3650.1,0.32822
N,4.348,0.049,0.292,2459000.5,59000,20200531.0,13.0664245051771,142.9371818359814,340.7444109372908,106.806675381848,3.199069785759924,2458457.4388450324,20181204.938845,3.8147e-08,2.484e-08,1.0823e-07,4.2854e-06,2.342e-05,3.7515e-05,2.8904e-05,2.7135e-08,2.5024e-09,0.00014567,2.3289e-05,0.60203
N,2.314,0.362,0.413,2459000.5,59000,20200531.0,25.43577541459917,6.534283703756493,215.6209179066963,41.61321138019996,2.74509055328146,2458853.694927856,20200105.1949279,5.6144e-08,1.1993e-08,1.3078e-07,6.6911e-06,9.0765e-06,1.7866e-05,1.809e-05,1.4344e-08,2.2217e-09,6.3341e-05,9.9544e-06,0.56203
N,3.819,0.226,0.04,2459000.5,59000,20200531.0,22.53115089549836,185.9929832602018,115.2992254995147,195.2549783777287,3.050733035689427,2459633.977542293,20220223.4775423,4.1193e-08,8.7499e-09,9.8469e-08,6.207e-06,1.0214e-05,1.5214e-05,1.1194e-05,1.0981e-08,1.4042e-09,4.423e-05,7.4742e-06,0.5076
N,4.765,0.195,0.853,2459000.5,59000,20200531.0,9.850375002506008,317.2214407740585,171.1360475589334,155.2389318093069,3.272351458706753,2458153.784558523,20180204.2845585,5.17e-08,2.2261e-08,1.5444e-07,5.8588e-06,2.7521e-05,4.8926e-05,3.9572e-05,2.3738e-08,1.995e-09,0.00021447,2.1366e-05,0.53587
N,4.959,0.041,0.623,2459000.5,59000,20200531.0,9.242691132027147,327.6236927365711,340.2233538098056,187.1263274268678,4.018433743078553,2460111.6861886475,20230616.1861886,9.4903e-08,5.8868e-08,3.0945e-07,9.2562e-06,3.8856e-05,4.4752e-05,2.7328e-05,6.9092e-08,4.0124e-09,0.00019566,5.9679e-05,0.55735
N,3.95,0.037,1.345,2459000.5,59000,20200531.0,9.66118822279695,188.2546263964419,139.7659600905658,306.3669410247231,3.354340113473272,2459308.9621617645,20210404.4621618,6.7415e-08,5.6016e-08,2.1985e-07,7.112e-06,3.7026e-05,7.3854e-05,6.481e-05,5.9102e-08,4.5953e-09,0.0003758,5.4722e-05,0.64808
N,2.973,0.458,0.245,2459000.5,59000,20200531.0,6.9771509170537,334.52512601,57.60391987274198,113.2334400600848,2.584523511102465,2458599.475173792,20190425.9751738,2.6522e-08,6.8622e-09,6.043e-08,3.8641e-06,2.5752e-05,3.0692e-05,1.7228e-05,7.7075e-09,1.2631e-09,6.0483e-05,5.7033e-06,0.51951
N,2.062,0.181,0.414,2459000.5,59000,20200531.0,4.757558617293942,285.769531901875,359.6610899403901,316.5047716537098,2.57247499937925,2459148.868132631,20201026.3681326,4.1666e-08,1.1441e-08,9.8089e-08,4.1569e-06,6.4868e-05,6.7585e-05,1.8129e-05,1.3114e-08,2.2417e-09,6.1709e-05,9.3904e-06,0.57269
N,2.02,0.119,0.031,2459000.5,59000,20200531.0,22.34337511298107,202.6991718438196,90.8540761010346,251.8886943720866,4.492733422733412,2459618.362318947,20220207.8623189,1.4951e-07,8.4182e-08,4.5435e-07,2.772e-05,4.4184e-05,0.00015035,5.2784e-05,1.1947e-07,6.9792e-09,0.00028395,8.2064e-05,0.59873
N,5.781,0.053,0.443,2459000.5,59000,20200531.0,24.23039912430637,338.0253090267501,312.3164385122524,255.3236404678434,3.674661359653996,2459592.123650003,20220112.62365,6.2866e-08,4.0205e-08,1.9854e-07,8.604e-06,1.4544e-05,2.7964e-05,2.751e-05,4.7014e-08,3.3955e-09,0.00016221,3.9048e-05,0.61117
N,5.786,0.076,0.05,2459000.5,59000,20200531.0,28.90935168269984,345.2270228309096,19.84725394645024,188.0252467103508,2.859226589175305,2459750.307908437,20220619.8079084,7.2855e-08,2.21e-08,1.946e-07,9.1284e-06,1.0211e-05,3.8408e-05,4.0446e-05,2.3906e-08,2.8765e-09,0.00018123,1.9685e-05,0.59945
Y,0.566,0.289,0.01,2459000.5,59000,20200531.0,2.515940229907327,126.8661399683234,42.64261614062369,166.0791259722839,1.96857948830305,2458736.9332884,20190910.4332884,3.0218e-08,3.0514e-09,4.047e-08,2.9307e-06,7.6445e-05,7.5835e-05,5.8502e-06,4.4579e-09,2.1404e-09,9.4522e-06,1.9406e-06,0.47474
N,5.838,0.298,0.308,2459000.5,59000,20200531.0,8.983533376323983,345.2223274299914,228.3281558834348,292.8608380552675,3.198565656847156,2459311.9954724177,20210407.4954724,4.2716e-08,1.3405e-08,1.2014e-07,4.9659e-06,2.2627e-05,2.683e-05,1.6681e-05,1.5564e-08,1.5732e-09,7.847e-05,1.2191e-05,0.48313
N,4.575,0.212,0.096,2459000.5,59000,20200531.0,4.74148496320615,184.3671074378229,312.0852238118981,165.0676515655151,2.798527167977954,2458325.074153855,20180725.5741539,2.8837e-08,1.1012e-08,7.401e-08,4.2052e-06,4.777e-05,5.3618e-05,2.4551e-05,1.2163e-08,1.5932e-09,0.00010087,9.6031e-06,0.49936
N,4.072,0.14,0.105,2459000.5,59000,20200531.0,8.239528522149453,69.23167784061758,185.8680946954073,110.0758464502436,2.681765804688284,2458561.4415592263,20190318.9415592,4.4307e-08,1.1536e-08,1.1196e-07,4.8862e-06,3.6972e-05,5.2652e-05,3.7667e-05,1.242e-08,1.7417e-09,0.00015052,9.9757e-06,0.58606
N,4.909,0.042,0.183,2459000.5,59000,20200531.0,13.07100318493976,317.5416838429365,292.0851127318166,333.4442032642773,3.64242450475794,2459138.6722783283,20201016.1722783,5.5666e-08,4.0588e-08,1.7559e-07,8.3121e-06,3.3103e-05,3.9474e-05,1.9872e-05,4.9714e-08,3.9348e-09,0.00010357,3.8348e-05,0.57092
N,2.669,0.143,0.778,2459000.5,59000,20200531.0,2.682372962983183,262.3792987814937,95.0665273675448,139.1012095699635,2.595141033942308,2458492.657339602,20190109.1573396,3.4503e-08,9.7728e-09,8.1839e-08,3.7084e-06,8.625e-05,8.8211e-05,1.894e-05,1.08e-08,1.7099e-09,6.8319e-05,8.2049e-06,0.55406
N,5.082,0.082,1.537,2459000.5,59000,20200531.0,9.315607401709457,192.2420223218707,289.7645681924442,165.2954725564161,3.212288949430981,2458071.108597446,20171113.6085974,3.9575e-08,2.3818e-08,1.2167e-07,5.1807e-06,2.5522e-05,0.00010582,0.00010406,2.4432e-08,2.0291e-09,0.00058454,2.3093e-05,0.5681
N,4.339,0.196,0.111,2459000.5,59000,20200531.0,15.38472294039641,94.9544825789168,70.29330039787932,291.2692790642453,3.387425748364814,2459392.228931319,20210626.7289313,8.0183e-08,8.781e-08,2.8054e-07,7.5324e-06,2.7263e-05,9.1897e-05,8.9931e-05,9.4128e-08,7.3132e-09,0.00052334,8.5522e-05,0.54029
N,12.303,0.097,0.282,2459000.5,59000,20200531.0,14.60652004089174,267.0858669676738,76.92922846061508,131.6805909913923,3.558688769453013,2458304.451385624,20180704.9513856,5.3335e-08,1.8335e-08,1.5765e-07,4.526e-06,1.9989e-05,2.3008e-05,1.2686e-05,2.1711e-08,1.7313e-09,6.5697e-05,1.7414e-05,0.4516
N,17.903,0.066,0.164,2459000.5,59000,20200531.0,19.23331787141763,147.8087795477159,288.7043580822257,80.69193648168056,3.650922689741516,2458540.1534854732,20190225.6534855,3.0768e-08,1.6646e-08,9.6898e-08,4.3774e-06,1.0695e-05,1.7889e-05,1.3709e-05,1.9219e-08,1.3841e-09,7.799e-05,1.6217e-05,0.43031
Y,0.203,0.107,0.014,2459000.5,59000,20200531.0,9.132652905659205,190.9003214379253,56.95112293948945,91.90206322771604,4.465777090531753,2458589.1779213394,20190415.6779213,4.8316e-08,3.6182e-08,1.2052e-07,1.2557e-05,1.9176e-05,2.7238e-05,2.1267e-05,6.0074e-08,4.5084e-09,8.7245e-05,3.2512e-05,0.49959
N,4.581,0.16,0.225,2459000.5,59000,20200531.0,7.493789320215682,286.4962914263783,127.1649438982794,282.8355891670736,3.526726785626973,2459454.7223258214,20210828.2223258,5.18e-08,4.0492e-08,1.5727e-07,6.1643e-06,4.8431e-05,6.4587e-05,4.1208e-05,4.4229e-08,3.1957e-09,0.00024366,3.9864e-05,0.57021
N,3.704,0.062,0.147,2459000.5,59000,20200531.0,12.73707571910859,131.2700562624682,134.0593861731581,66.33264167969908,3.1122713557971,2458708.498298297,20190812.9982983,5.9494e-08,1.773e-08,1.6518e-07,5.747e-06,2.379e-05,2.9052e-05,1.3338e-05,2.0743e-08,2.2711e-09,5.8839e-05,1.5843e-05,0.48447
N,8.023,0.052,0.59,2459000.5,59000,20200531.0,14.8351134274789,351.4628474597078,45.35312846492597,133.8855270835065,3.484756192117267,2458279.260748248,20180609.7607482,5.828e-08,2.6948e-08,1.7675e-07,8.5338e-06,1.4919e-05,2.7907e-05,2.469e-05,3.0856e-08,2.4655e-09,0.00012858,2.5758e-05,0.54515
N,8.22,0.041,0.951,2459000.5,59000,20200531.0,0.4602021928894642,245.0706233903153,96.32752519814451,118.9157501536832,3.58164837123986,2458337.715430529,20180807.2154305,4.6654e-08,1.9998e-08,1.4925e-07,4.3326e-06,0.00063943,0.00063959,1.3789e-05,2.3006e-08,1.7287e-09,7.707e-05,1.9332e-05,0.56912
N,1.432,0.086,0.323,2459000.5,59000,20200531.0,11.69347533046951,155.1811990725391,151.9385991826399,332.784557676422,2.495657064883855,2459094.635794085,20200902.1357941,4.9129e-08,2.046e-08,1.0974e-07,6.2916e-06,2.5609e-05,4.3693e-05,4.0881e-05,2.2542e-08,3.9171e-09,0.00014231,1.6871e-05,0.62012
N,7.849,0.287,0.174,2459000.5,59000,20200531.0,8.047773036910009,85.53835106741825,190.249037780628,150.7864563346385,2.536974364444859,2458467.28062931,20181214.7806293,2.7707e-08,7.169e-09,6.2218e-08,3.1457e-06,2.7541e-05,3.48e-05,2.1849e-05,7.9118e-09,1.3228e-09,7.7407e-05,5.9552e-06,0.43033
N,2.868,0.409,0.427,2459000.5,59000,20200531.0,23.67001706373753,265.1454243181786,10.26165785048937,51.36669629456387,2.845762536637674,2458805.660690391,20191118.1606904,5.6854e-08,1.8437e-08,1.3877e-07,5.9071e-06,2.1175e-05,3.2116e-05,2.5859e-05,2.1781e-08,3.0268e-09,9.7676e-05,1.5677e-05,0.54159
Y,1.258,0.021,0.083,2459000.5,59000,20200531.0,18.10212598223295,116.2064413797326,243.6691136340133,150.5379582860101,4.747902771820872,2458298.945749421,20180629.4457494,1.1931e-07,6.0851e-08,3.2542e-07,4.7728e-05,6.7134e-05,5.1264e-05,1.5934e-05,1.0456e-07,7.0882e-09,6.0022e-05,5.542e-05,0.40313
N,3.337,0.191,0.94,2459000.5,59000,20200531.0,10.52356374797093,292.7912175747672,103.1312832686334,287.1595243665915,3.269886050409701,2459383.484156312,20210617.9841563,6.8252e-08,3.1512e-08,2.1467e-07,7.8427e-06,4.0482e-05,7.2561e-05,6.0298e-05,3.4409e-08,3.0021e-09,0.00031962,2.9877e-05,0.54003
N,1.891,0.041,0.256,2459000.5,59000,20200531.0,2.888316288410954,346.4550462953516,99.22627027910632,189.501459326955,3.279141051961084,2459732.772471998,20220602.272472,1.2068e-07,4.2555e-08,3.3751e-07,8.3012e-06,0.00022652,0.00022993,3.4453e-05,5.3327e-08,5.6797e-09,0.00016142,3.7716e-05,0.62129
